,__EVENTCASE__,__PARENTALCONTROL__death_period,__PARENTALCONTROL__distinct_payload_app_id,__PARENTALCONTROL__distinct_payload_app_name,__PARENTALCONTROL__distinct_payload_device_id,__PARENTALCONTROL__distinct_payload_member_id,__PARENTALCONTROL__distinct_payload_profile_id,__PARENTALCONTROL__distinct_payload_reason,__PARENTALCONTROL__distinct_payload_url,__PARENTALCONTROL__event_type_continue_browsing_allowed,__PARENTALCONTROL__event_type_continue_browsing_requested,__PARENTALCONTROL__event_type_inappropriate_app_detected,__PARENTALCONTROL__event_type_kids_back_to_home,__PARENTALCONTROL__event_type_network_time_limited,__PARENTALCONTROL__event_type_web_site_filtered,__PARENTALCONTROL__hours_of_day_0,__PARENTALCONTROL__hours_of_day_1,__PARENTALCONTROL__hours_of_day_10,__PARENTALCONTROL__hours_of_day_11,__PARENTALCONTROL__hours_of_day_12,__PARENTALCONTROL__hours_of_day_13,__PARENTALCONTROL__hours_of_day_14,__PARENTALCONTROL__hours_of_day_15,__PARENTALCONTROL__hours_of_day_16,__PARENTALCONTROL__hours_of_day_17,__PARENTALCONTROL__hours_of_day_18,__PARENTALCONTROL__hours_of_day_19,__PARENTALCONTROL__hours_of_day_2,__PARENTALCONTROL__hours_of_day_20,__PARENTALCONTROL__hours_of_day_21,__PARENTALCONTROL__hours_of_day_22,__PARENTALCONTROL__hours_of_day_23,__PARENTALCONTROL__hours_of_day_3,__PARENTALCONTROL__hours_of_day_4,__PARENTALCONTROL__hours_of_day_5,__PARENTALCONTROL__hours_of_day_6,__PARENTALCONTROL__hours_of_day_7,__PARENTALCONTROL__hours_of_day_8,__PARENTALCONTROL__hours_of_day_9,__PARENTALCONTROL__live_period,__PARENTALCONTROL__locale,__PARENTALCONTROL__payload_action_accept,__PARENTALCONTROL__payload_action_block,__PARENTALCONTROL__payload_cat_id_0,__PARENTALCONTROL__payload_cat_id_1,__PARENTALCONTROL__payload_cat_id_2,__PARENTALCONTROL__payload_cat_id_3,__PARENTALCONTROL__payload_cat_id_4,__PARENTALCONTROL__payload_cat_name_,__PARENTALCONTROL__rate,__PARENTALCONTROL__station_final_status,__PARENTALCONTROL__total_event,__STATIONID__
1144,57FF-8625-FA67-4FB7-A749_2017-06-03 14:39:47,129029.0,3,3,3,1,1,1,3,0,0,7,62,555,3,0,2,7,8,74,83,60,44,41,43,47,37,0,40,39,38,24,1,1,5,1,12,10,10,1249275.0,0,0,558,1,2,0,0,0,1,0.9063856739877416,1,627,57FF-8625-FA67-4FB7-A749
1147,654A-CDD4-36E9-4977-AEBF_2017-09-30 01:46:28,2068.0,8,8,8,5,1,1,9,0,0,75,2071,5916,13,69,57,741,879,756,422,351,325,327,310,337,343,254,404,158,97,78,271,281,334,308,295,323,355,5703430.0,0,56,5873,13,0,0,0,0,13,0.9996375425948796,1,8075,654A-CDD4-36E9-4977-AEBF
1148,76C7-2454-5B4F-629C-DE49_2017-09-02 05:38:26,9986.0,1,1,5,4,1,1,62,0,0,0,176,0,1346,249,41,36,37,98,69,44,76,44,39,0,0,255,1,11,2,86,97,80,38,12,45,121,41,21457410.0,0,1319,27,1336,10,0,0,0,1336,0.9995348294688372,1,1522,76C7-2454-5B4F-629C-DE49
1149,8EE4-B352-DB44-628E-ADFE_2017-08-14 00:27:51,1707.0,3,3,8,4,1,1,9,0,0,4021,243,175,11,111,156,247,365,410,460,126,127,27,18,22,21,143,16,168,171,92,218,283,326,225,159,281,278,841538.0,0,36,150,11,0,0,0,0,11,0.997975677294262,1,4450,8EE4-B352-DB44-628E-ADFE
1150,6D59-7C66-84B8-BBDF-3384_2017-09-18 03:23:06,10712.0,1,1,2,1,1,1,1,0,0,0,154,271,0,0,0,18,26,71,51,38,38,37,32,32,5,12,0,0,0,0,7,10,8,12,5,9,14,3606939.0,0,271,0,0,0,0,0,0,0,0.9970389625754392,1,425,6D59-7C66-84B8-BBDF-3384
1151,CB39-ACBE-649E-FBC8-8283_2017-10-01 02:48:54,99798.0,1,1,1,1,1,1,1,0,0,0,0,120,0,0,0,0,0,0,12,15,15,17,17,15,14,0,13,2,0,0,0,0,0,0,0,0,0,2076248.0,0,0,120,0,0,0,0,0,0,0.9541379180403357,1,120,CB39-ACBE-649E-FBC8-8283
1152,EF56-B3AD-64E5-CB79-9A4A_2017-10-20 13:59:29,5836.0,3,3,5,3,1,1,12,0,0,759,83,85,1255,3,2,268,288,298,232,204,70,11,2,0,0,3,0,0,1,0,36,70,39,44,71,235,305,1289229.0,0,0,1340,5,2,0,0,1248,1253,0.9954936624802616,1,2182,EF56-B3AD-64E5-CB79-9A4A
1155,67A7-9B72-DF34-BFAF-C72C_2017-10-31 11:49:48,1810.0,14,14,15,6,1,1,1,0,0,11210,2447,0,0,119,171,881,1139,1192,1768,912,561,427,218,72,41,304,26,25,60,119,540,407,532,668,993,1313,1169,3625586.0,0,0,0,0,0,0,0,0,0,0.9995010194641004,1,13657,67A7-9B72-DF34-BFAF-C72C
1159,9369-6E3A-79B9-4CDC-86DD_2017-06-08 21:38:57,133825.0,1,1,2,2,1,1,3,0,0,0,0,69,8,0,0,3,7,15,7,6,6,7,7,7,7,0,1,0,1,0,0,1,0,0,1,0,1,2546199.0,0,8,69,1,7,0,0,0,1,0.9500657456798894,0,77,9369-6E3A-79B9-4CDC-86DD
1160,D43A-B999-DDB4-B648-88D9_2017-06-20 21:08:29,1279.0,4,4,8,6,1,1,3,0,0,516,70,252,45,20,5,69,135,93,44,35,32,26,19,31,35,9,50,24,6,13,24,20,54,35,26,34,44,721004.0,0,142,155,45,0,0,0,0,45,0.9982292259405248,1,883,D43A-B999-DDB4-B648-88D9
1161,78C9-F52A-B842-358B-B226_2017-10-05 02:45:59,558318.0,1,1,1,1,1,1,1,0,0,0,92,0,0,0,0,15,20,16,19,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,4,7,1023117.0,0,0,0,0,0,0,0,0,0,0.6469548226768725,0,92,78C9-F52A-B842-358B-B226
1162,EEAE-583E-D2C4-854A-DCFB_2017-08-24 05:54:37,1068.0,1,1,5,2,1,1,1,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,250,210,189,179,0,183,21,0,0,0,0,0,0,0,0,0,1208039.0,0,1032,0,0,0,0,0,0,0,0.9991167034844723,1,1032,EEAE-583E-D2C4-854A-DCFB
1166,53C4-C865-D374-A4FB-4A59_2017-06-30 08:41:44,2649110.0,1,1,4,3,1,1,1,0,0,0,0,75,0,0,0,2,1,6,15,10,9,9,7,11,5,0,0,0,0,0,0,0,0,0,0,0,0,687437.0,0,0,75,0,0,0,0,0,0,0.2060324641013599,1,75,53C4-C865-D374-A4FB-4A59
1167,369F-CABD-AE4C-3F92-35F7_2017-10-26 23:04:59,1312.0,1,1,1,1,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5447190.0,0,0,5,5,0,0,0,0,5,0.9997591998681472,1,5,369F-CABD-AE4C-3F92-35F7
1171,38A3-58AC-2DD4-2228-42E5_2017-04-07 00:03:03,636128.0,1,1,1,1,1,1,1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2297274.0,0,0,5,0,0,0,0,0,0,0.783143258237364,1,5,38A3-58AC-2DD4-2228-42E5
1173,847A-88EC-5934-BDAE-775D_2017-08-08 09:12:11,4021.0,1,1,4,4,1,1,5,0,0,0,12,2535,7,33,36,96,133,203,297,279,215,227,195,194,182,34,121,24,3,2,33,41,44,44,39,40,39,3488534.0,0,1592,950,6,1,0,0,0,6,0.9988486938645204,1,2554,847A-88EC-5934-BDAE-775D
1176,3889-68D5-B9A4-BDAB-5475_2017-10-11 09:30:32,1226.0,2,2,8,4,1,1,25,0,0,3,0,733,48,2,3,17,117,103,83,90,95,67,70,71,36,2,0,2,2,3,2,3,3,5,5,1,2,786113.0,0,739,42,47,1,0,0,0,47,0.9984428562537864,1,784,3889-68D5-B9A4-BDAB-5475
1177,4C57-A898-8864-79E7-835F_2017-07-30 06:59:22,400691.0,1,1,3,3,1,1,1,0,0,0,18,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,2,544949.0,0,0,0,0,0,0,0,0,0,0.5762753267628273,1,18,4C57-A898-8864-79E7-835F
1178,A8E3-22AF-2444-2923-3764_2017-09-17 10:53:48,3781253.0,15,15,4,3,1,1,21,0,0,8559,173,378,34,301,424,707,760,1040,1051,143,56,38,36,40,42,496,37,54,145,154,483,402,353,447,683,535,717,7758969.0,0,0,412,30,4,0,0,0,30,0.6723413986316727,1,9144,A8E3-22AF-2444-2923-3764
1179,7B3E-A672-4493-DAC7-AA9D_2017-10-14 18:44:07,12462.0,1,1,2,1,1,1,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,1,26457821.0,0,0,19,19,0,0,0,0,19,0.9995292079045772,1,19,7B3E-A672-4493-DAC7-AA9D
1184,847A-88EC-5934-BDAE-775D_2017-05-22 00:30:42,1360.0,1,1,3,3,1,1,6,0,0,0,13,1875,20,2,0,28,42,240,262,232,207,209,206,202,212,0,17,6,4,0,6,6,5,5,8,4,5,7209399.0,0,0,1895,20,0,0,0,0,20,0.9998113929476772,1,1908,847A-88EC-5934-BDAE-775D
1187,4D34-6A8C-DFA4-76DB-D734_2017-10-11 20:50:46,151399.0,4,4,3,2,1,1,3,0,0,710,0,590,5,84,57,95,60,32,10,17,0,49,40,24,25,41,24,38,72,74,72,84,66,63,73,86,119,898616.0,0,432,163,5,0,0,0,0,5,0.8558125360113903,1,1305,4D34-6A8C-DFA4-76DB-D734
1192,654A-CDD4-36E9-4977-AEBF_2017-06-30 01:47:32,1922111.0,2,2,10,5,1,1,6,0,0,30,934,7567,79,14,1,693,972,1060,725,592,593,589,583,589,591,73,622,109,15,4,80,84,102,94,119,104,202,6380305.0,0,4,7642,78,1,0,0,0,78,0.7684877510353613,1,8610,654A-CDD4-36E9-4977-AEBF
1194,E8F7-9BDA-A456-4B6B-6442_2017-07-17 00:04:59,3010.0,1,1,2,1,1,1,1,0,0,0,0,1685,0,0,0,0,0,114,221,222,217,214,226,235,229,0,7,0,0,0,0,0,0,0,0,0,0,2240878.0,0,0,1685,0,0,0,0,0,0,0.9986585783247648,1,1685,E8F7-9BDA-A456-4B6B-6442
1195,C88C-44BD-3634-8B89-47E9_2017-07-29 22:11:03,15690.0,10,10,13,5,1,1,77,0,0,4719,1546,0,21047,1203,609,1019,2219,2264,2603,2891,992,364,210,263,241,161,864,2307,2380,1828,351,359,332,444,509,1172,1727,13678948.0,0,21047,0,21013,34,0,0,0,21013,0.9988542961120987,1,27312,C88C-44BD-3634-8B89-47E9
1197,B2DD-A798-D426-DB5D-A8F3_2017-05-27 03:29:28,366564.0,1,1,3,2,1,1,1,0,0,0,0,604,0,0,0,54,45,44,39,41,47,43,42,43,46,0,48,58,2,0,0,0,0,0,0,0,52,416568.0,0,604,0,0,0,0,0,0,0,0.5319256523804416,1,604,B2DD-A798-D426-DB5D-A8F3
1198,B662-3E3E-C8D4-738B-5EBE_2017-05-25 18:00:03,128787.0,8,8,10,4,1,1,3,0,0,1162,0,3048,8,34,58,109,52,10,11,513,510,481,482,489,545,48,111,93,31,7,38,77,75,92,71,137,144,2824315.0,0,746,2310,4,4,0,0,0,4,0.9563892476453574,1,4218,B662-3E3E-C8D4-738B-5EBE
1199,DEAB-94A4-9DC5-458B-9372_2017-04-25 14:00:34,9496.0,8,8,7,5,1,1,5,0,0,2616,99,410,5,82,72,338,616,645,236,102,51,36,37,37,33,37,16,169,69,47,16,8,10,3,16,190,264,2435471.0,0,217,198,5,0,0,0,0,5,0.9961161029985272,1,3130,DEAB-94A4-9DC5-458B-9372
1200,A468-4842-4C44-4496-4495_2017-06-28 23:32:41,4537.0,3,3,9,3,1,1,3,0,0,1773,0,967,2,70,84,153,156,205,112,150,106,101,91,91,93,53,98,200,89,124,74,97,63,98,106,176,152,980946.0,0,685,284,1,1,0,0,0,1,0.9953961661439112,0,2742,A468-4842-4C44-4496-4495
1201,8E3E-A46A-2247-B886-A942_2017-07-21 04:52:45,8346.0,1,1,2,1,1,1,2,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5757228.0,0,5,0,1,4,0,0,0,1,0.9985524424801416,1,5,8E3E-A46A-2247-B886-A942
1203,4C43-33C5-B4D4-3829-FA43_2017-09-17 03:47:12,1843958.0,1,1,1,1,1,1,1,0,0,0,28,29,0,0,0,1,6,0,9,5,9,7,1,0,0,0,0,0,0,0,5,2,1,3,4,2,2,577406.0,0,0,29,0,0,0,0,0,0,0.23846311417862,1,57,4C43-33C5-B4D4-3829-FA43
1204,5F3C-ECFB-724A-83BB-23EB_2017-10-04 10:16:13,1148.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2987521.0,0,0,0,0,0,0,0,0,0,0.9996158825216176,1,1,5F3C-ECFB-724A-83BB-23EB
1207,29EC-FB5D-CBB8-4234-A7B3_2017-07-07 22:59:27,305853.0,5,5,2,1,1,1,2,0,0,299,52,0,5,4,3,27,51,38,22,17,3,4,3,0,3,9,3,0,3,29,19,31,28,16,29,3,11,3018226.0,0,0,5,0,5,0,0,0,0,0.907988648885902,0,356,29EC-FB5D-CBB8-4234-A7B3
1208,DC3E-BE84-24D4-EAB8-57A8_2017-07-08 16:00:35,14379.0,1,1,6,1,1,1,14,0,0,0,0,4514,41,0,0,1,1,1,0,13,23,1089,1135,1122,1144,0,25,0,0,0,0,0,0,0,0,0,1,15018843.0,0,4555,0,41,0,0,0,0,41,0.9990435184154136,1,4555,DC3E-BE84-24D4-EAB8-57A8
1209,73D7-2EF7-E453-7B6B-BA4C_2017-05-10 20:35:20,228811.0,1,1,2,2,1,1,3,0,0,0,0,36,3,0,0,0,1,0,5,9,5,8,2,1,2,0,4,0,0,1,0,0,0,1,0,0,0,500321.0,0,0,39,3,0,0,0,0,3,0.6861871375827696,1,39,73D7-2EF7-E453-7B6B-BA4C
1211,2F3E-FFDD-5A34-38BA-EAD7_2017-06-29 01:07:27,17087.0,1,1,1,1,1,1,9,0,0,0,0,0,44,0,0,1,2,6,13,4,1,3,0,0,1,0,0,0,0,0,0,0,0,1,5,2,5,7135365.0,0,44,0,42,2,0,0,0,42,0.9976110290568884,1,44,2F3E-FFDD-5A34-38BA-EAD7
1212,CCDF-FD7E-9244-5AA4-F944_2017-04-17 08:07:54,140348.0,1,1,4,1,1,1,1,0,0,0,0,1721,0,0,0,0,0,0,0,9,90,210,232,233,237,0,229,227,241,13,0,0,0,0,0,0,0,5334737.0,0,0,1721,0,0,0,0,0,0,0.9743660600703002,1,1721,CCDF-FD7E-9244-5AA4-F944
1214,8FC4-3BBF-54BC-DA7C-6C59_2017-07-27 11:01:07,43165.0,3,3,10,1,1,1,2,0,0,22,426,229,1,0,0,46,97,80,29,12,16,12,8,9,18,40,0,0,0,0,47,51,45,32,43,48,45,802058.0,0,0,230,1,0,0,0,0,1,0.9489306372401128,1,678,8FC4-3BBF-54BC-DA7C-6C59
1215,679B-76DF-86B4-7EFA-BF3E_2017-05-28 22:31:17,2759.0,4,4,4,4,1,1,10,0,0,164,38,0,17,2,2,20,29,17,9,10,1,7,2,0,1,4,0,12,4,0,5,2,27,11,13,17,24,1417722.0,0,0,17,15,1,0,1,0,15,0.9980577001733921,1,219,679B-76DF-86B4-7EFA-BF3E
1216,88BF-2258-64B9-FAB5-CED5_2017-09-11 12:25:27,1215.0,11,11,21,5,1,1,3,0,0,2732,0,21463,11,960,932,932,1105,994,1168,1216,1313,1243,1115,1038,1023,930,994,1080,1056,898,1019,937,866,851,881,840,815,2932235.0,0,21474,0,11,0,0,0,0,11,0.9995858119279348,1,24206,88BF-2258-64B9-FAB5-CED5
1218,2AED-B982-87DC-46E7-AA2D_2017-05-19 04:21:22,986.0,3,3,16,1,1,1,17,0,0,14429,0,0,65,1627,1492,645,383,108,26,18,0,4,0,0,0,1536,0,15,25,770,1597,1229,1008,1086,1031,1162,732,9337974.0,0,0,65,63,2,0,0,0,63,0.9998944207920368,0,14494,2AED-B982-87DC-46E7-AA2D
1219,F739-E9AB-C845-89AC-B2B2_2017-06-21 01:24:16,2702.0,2,2,1,1,1,1,1,0,0,17,0,0,0,8,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265989.0,0,0,0,0,0,0,0,0,0,0.9978702457887696,0,17,F739-E9AB-C845-89AC-B2B2
1222,D255-E8BA-46C4-FBDA-5439_2017-07-17 16:11:36,7867.0,1,1,26,4,1,1,1,0,0,0,3051,54456,0,2053,2013,2247,2320,468,3634,3379,3197,3203,3058,3066,3107,1994,2113,1980,1979,2000,2208,2234,2273,2276,2220,2217,2268,4069413.0,0,54456,0,0,0,0,0,0,0,0.9980705274104305,1,57507,D255-E8BA-46C4-FBDA-5439
1226,FB99-7A2D-4624-F45A-D2B2_2017-04-08 02:09:46,15031.0,2,2,5,3,1,1,1,0,0,148,0,176,0,5,0,0,11,34,35,18,20,20,16,15,13,0,8,27,19,10,13,4,9,25,6,5,11,1395122.0,0,103,73,0,0,0,0,0,0,0.9893408729407376,0,324,FB99-7A2D-4624-F45A-D2B2
1227,48F9-BC2C-4AE4-96D8-A829_2017-08-23 05:52:07,854261.0,1,1,2,2,1,1,12,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499594.0,0,5,10,12,1,0,0,2,14,0.3690158842712107,0,15,48F9-BC2C-4AE4-96D8-A829
1229,DEAB-94A4-9DC5-458B-9372_2017-08-13 14:38:24,17502.0,15,15,10,8,1,1,15,0,0,13287,1716,1120,45,154,124,1714,2599,3491,1146,679,508,370,256,276,97,78,73,93,114,119,247,461,560,534,569,761,1145,9104780.0,0,673,492,43,2,0,0,0,43,0.9980814011230962,1,16168,DEAB-94A4-9DC5-458B-9372
1230,8F8C-662B-D965-487A-CB65_2017-09-05 22:54:20,25685.0,1,1,1,1,1,1,1,0,0,0,108,38,0,3,0,11,7,15,13,2,2,2,3,2,2,0,2,2,4,4,10,13,11,13,10,9,6,1594995.0,0,0,38,0,0,0,0,0,0,0.984151714095318,1,146,8F8C-662B-D965-487A-CB65
1232,24CA-A72C-9634-39B3-2ACD_2017-07-12 23:10:46,22589.0,8,8,15,5,1,1,11,0,0,19781,1589,651,489,640,394,2068,2168,1775,971,596,395,384,332,288,357,674,402,1141,1073,681,607,774,780,1300,1467,1537,1706,5016706.0,0,34,1106,464,25,0,0,0,464,0.9955174285291892,1,22510,24CA-A72C-9634-39B3-2ACD
1234,7B5F-2945-448E-B99D-56FB_2017-06-06 15:50:47,7133.0,1,1,4,2,1,1,10,0,0,0,0,0,204,8,0,13,10,16,31,0,21,0,0,0,0,17,0,0,3,0,0,0,1,27,20,20,17,1940368.0,0,197,7,204,0,0,0,0,204,0.9963373574647716,0,204,7B5F-2945-448E-B99D-56FB
1235,F42E-976D-E694-DA9B-AB79_2017-04-17 08:07:54,11996.0,10,10,5,1,1,1,1,0,0,2923,0,0,0,62,123,227,234,150,267,199,97,19,17,6,0,101,13,41,63,117,224,169,131,130,231,124,178,5461292.0,0,0,0,0,0,0,0,0,0,0.9978082644289868,1,2923,F42E-976D-E694-DA9B-AB79
1236,BA6E-426B-EE4A-3B4C-69D9_2017-09-06 02:46:01,16463.0,3,3,9,1,1,1,3,0,0,26,252,0,5,6,0,27,20,21,24,21,26,0,0,0,0,1,0,0,2,6,0,0,32,29,24,21,23,1030530.0,0,0,5,0,5,0,0,0,0,0.9842759216155218,0,283,BA6E-426B-EE4A-3B4C-69D9
1238,D255-E8BA-46C4-FBDA-5439_2017-08-24 06:54:15,1221.0,1,1,25,4,1,1,1,0,0,0,1485,34622,0,1268,1263,1349,1351,246,2223,2072,1899,2042,2039,2026,2000,1304,1355,1279,1280,1251,1414,1433,1441,1418,1367,1392,1395,2645462.0,0,34622,0,0,0,0,0,0,0,0.9995386678344176,1,36107,D255-E8BA-46C4-FBDA-5439
1239,38A3-58AC-2DD4-2228-42E5_2017-05-22 11:44:43,3559.0,1,1,4,4,1,1,1,0,0,0,28,36,0,4,2,8,10,5,0,2,0,0,0,0,0,2,2,1,2,7,3,5,0,2,2,4,3,1211128.0,0,0,36,0,0,0,0,0,0,0.9970700270933994,1,64,38A3-58AC-2DD4-2228-42E5
1240,CA4A-3C73-9DF5-43A7-667A_2017-11-06 17:02:34,1290.0,3,3,7,1,1,2,3,1,1,416,1265,0,3,5,5,179,164,144,162,31,2,4,0,0,0,8,0,0,4,6,119,108,112,200,135,127,171,5467277.0,0,0,3,5,0,0,0,0,3,0.9997641063920402,1,1686,CA4A-3C73-9DF5-43A7-667A
1242,CC54-BD32-A94F-FEBF-CD3C_2017-06-17 23:23:08,7179.0,1,1,5,4,1,1,5,0,0,0,215,397,108,0,0,26,25,21,50,46,64,43,44,40,41,17,36,36,0,0,35,22,20,58,36,36,24,928034.0,0,3,502,103,5,0,0,0,103,0.9923236738582548,1,720,CC54-BD32-A94F-FEBF-CD3C
1243,CA4A-3C73-9DF5-43A7-667A_2017-06-20 01:51:07,6528.0,2,2,3,1,1,1,7,0,0,39,243,0,8,0,0,28,14,20,43,2,2,4,0,0,0,2,0,0,9,0,5,6,25,21,35,45,29,7913330.0,0,0,8,2,6,0,0,0,2,0.9991757427974088,1,290,CA4A-3C73-9DF5-43A7-667A
1245,5FC3-9589-9DA4-435B-824D_2017-07-15 02:05:56,3063.0,3,3,7,3,1,1,17,0,0,40,0,580,63,15,21,7,22,72,69,55,66,56,60,56,48,2,30,14,6,6,13,27,6,7,13,8,4,691948.0,0,18,625,63,0,0,0,0,63,0.9955928755084452,1,683,5FC3-9589-9DA4-435B-824D
1248,6D59-7C66-84B8-BBDF-3384_2017-09-26 07:03:22,5795.0,1,1,2,1,1,1,1,0,0,0,106,309,0,0,0,7,16,76,53,39,36,39,35,37,6,9,0,0,0,0,9,6,10,10,7,9,11,693704.0,0,309,0,0,0,0,0,0,0,0.9917154992358816,1,415,6D59-7C66-84B8-BBDF-3384
1251,23B4-64F3-AAD4-449A-83D6_2017-09-06 01:19:25,2984.0,3,3,4,3,1,1,70,0,0,111,45,15,284,1,0,9,7,8,17,17,66,81,77,0,0,8,1,3,2,7,4,0,6,38,32,48,23,1363320.0,0,284,15,280,4,0,0,0,280,0.9978160058083706,1,455,23B4-64F3-AAD4-449A-83D6
1252,AAD9-65AD-9983-46E6-95B8_2017-05-27 17:31:30,120844.0,1,1,2,1,1,1,1,0,0,0,0,298,0,0,0,24,29,28,28,25,30,27,26,25,27,0,25,4,0,0,0,0,0,0,0,0,0,1106085.0,0,298,0,0,0,0,0,0,0,0.9015069331640218,1,298,AAD9-65AD-9983-46E6-95B8
1254,C5B4-45C8-74E4-353B-54E7_2017-10-30 12:46:54,4540.0,3,3,3,3,1,1,2,0,0,1038,187,0,1,31,46,75,120,155,170,110,24,8,3,0,1,16,16,30,34,41,48,35,37,41,31,83,71,1779274.0,0,0,1,1,0,0,0,0,1,0.9974548915974424,1,1226,C5B4-45C8-74E4-353B-54E7
1255,2322-DCCD-3A4F-B6B5-5EEA_2017-10-30 18:45:42,9563.0,4,4,14,4,1,1,3,0,0,339,1247,121,3,30,84,153,166,69,17,11,12,12,12,19,6,91,10,15,50,7,127,115,154,133,144,131,142,3098954.0,0,3,121,2,1,0,0,0,2,0.9969236134143707,1,1710,2322-DCCD-3A4F-B6B5-5EEA
1256,CA42-8F9B-354F-8A34-2A4C_2017-07-10 04:33:04,12719.0,1,1,12,7,1,1,2,0,0,0,383,789,7,0,0,88,96,91,33,33,39,61,46,47,46,31,42,9,2,0,32,61,71,85,100,89,77,776954.0,0,387,409,7,0,0,0,0,7,0.9838933330631792,1,1179,CA42-8F9B-354F-8A34-2A4C
1260,9A95-DAB2-E947-74BD-26FD_2017-09-08 05:41:26,1343.0,5,5,9,3,1,1,8,0,0,513,381,1773,22,57,11,135,108,103,252,280,182,156,136,140,122,7,123,133,138,183,12,40,58,48,66,94,105,2053705.0,0,0,1795,11,11,0,0,0,11,0.9993464872839952,1,2689,9A95-DAB2-E947-74BD-26FD
1261,D24C-A5DD-5649-FB8B-9522_2017-07-27 08:09:46,17063.0,4,4,3,1,1,1,2,0,0,28,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,4,7,8,0,1,0,14,2,0,2173831.0,0,0,29,1,0,0,0,0,1,0.9922118550692092,1,57,D24C-A5DD-5649-FB8B-9522
1263,B67A-664B-B94B-6F88-B82E_2017-10-20 09:10:15,70465.0,2,2,2,2,1,1,1,0,0,6,203,47,0,0,15,24,26,4,4,5,2,3,4,4,4,15,2,1,0,0,17,17,15,30,21,27,16,1039147.0,0,0,47,0,0,0,0,0,0,0.9364958201605608,1,256,B67A-664B-B94B-6F88-B82E
1266,D299-23F2-534B-52A6-AD3F_2017-06-18 05:18:20,58858.0,4,4,4,4,1,1,9,0,0,105,0,724,15,1,0,18,5,10,4,11,80,151,169,156,156,0,23,10,11,3,0,1,13,3,5,0,14,2295260.0,0,119,620,12,3,0,0,0,12,0.9749978548229103,1,844,D299-23F2-534B-52A6-AD3F
1269,8F8C-662B-D965-487A-CB65_2017-07-15 07:06:32,8438.0,1,1,1,1,1,1,1,0,0,0,842,1194,0,0,0,66,57,46,264,165,140,141,129,128,131,0,131,45,6,0,100,91,87,84,76,72,77,6151415.0,0,0,1194,0,0,0,0,0,0,0.9986301621158816,1,2036,8F8C-662B-D965-487A-CB65
1271,7FAA-4D43-FDA4-C6AA-9AFD_2017-10-17 23:31:00,43144.0,2,2,3,2,1,1,3,0,0,49,37,128,13,2,0,9,54,61,21,3,0,2,2,4,9,0,7,12,15,7,0,2,1,3,3,4,6,2813948.0,0,0,141,2,0,0,0,11,13,0.9848993312080956,1,227,7FAA-4D43-FDA4-C6AA-9AFD
1274,9DB5-3F87-D524-FBAE-4CA3_2017-06-11 13:18:28,327124.0,4,4,8,4,1,1,7,0,0,183,521,2052,17,8,1,73,277,405,283,206,181,180,170,174,82,66,87,108,75,10,58,47,30,46,64,84,58,1008193.0,0,2042,27,7,10,0,0,0,7,0.7550214668127493,0,2773,9DB5-3F87-D524-FBAE-4CA3
1275,8EE4-B352-DB44-628E-ADFE_2017-10-23 09:02:40,15299.0,2,2,8,4,1,1,28,0,0,5,364,61,120,0,0,57,35,62,62,14,21,9,7,8,7,0,8,11,0,0,22,28,33,33,36,48,49,1202939.0,0,0,181,98,0,0,0,22,120,0.9874416985843488,1,550,8EE4-B352-DB44-628E-ADFE
1277,A75E-9CFE-E454-A9E9-36A2_2017-10-24 01:46:27,124929.0,7,7,4,2,1,1,8,0,0,112,125,492,12,15,3,76,77,88,81,42,0,0,0,0,0,31,0,0,5,7,20,31,44,42,56,54,69,916479.0,0,492,12,11,1,0,0,0,11,0.8800383711283186,1,741,A75E-9CFE-E454-A9E9-36A2
1281,4EDF-5744-9534-4465-8D57_2017-09-12 06:24:51,2738.0,13,13,16,4,1,1,25,0,0,54687,2537,0,91,2180,2157,3079,3947,3840,3569,2651,1996,1733,1553,1401,1602,2206,1736,1900,2278,2373,2278,2282,2209,2395,2278,2817,2855,9492229.0,0,0,91,87,4,0,0,0,87,0.9997116367018444,1,57315,4EDF-5744-9534-4465-8D57
