,__EVENTCASE__,__STATIONID__,__STATION__death_period,__STATION__distinct_payload_firmware_version,__STATION__distinct_payload_gateway_mac,__STATION__distinct_payload_ip,__STATION__distinct_payload_profile_id,__STATION__entropy_for_hours_of_day,__STATION__event_type_condition_updated,__STATION__event_type_license_updated,__STATION__event_type_malfunctioning_state_changed,__STATION__event_type_status_changed,__STATION__hours_of_day_0,__STATION__hours_of_day_1,__STATION__hours_of_day_10,__STATION__hours_of_day_11,__STATION__hours_of_day_12,__STATION__hours_of_day_13,__STATION__hours_of_day_14,__STATION__hours_of_day_15,__STATION__hours_of_day_16,__STATION__hours_of_day_17,__STATION__hours_of_day_18,__STATION__hours_of_day_19,__STATION__hours_of_day_2,__STATION__hours_of_day_20,__STATION__hours_of_day_21,__STATION__hours_of_day_22,__STATION__hours_of_day_23,__STATION__hours_of_day_3,__STATION__hours_of_day_4,__STATION__hours_of_day_5,__STATION__hours_of_day_6,__STATION__hours_of_day_7,__STATION__hours_of_day_8,__STATION__hours_of_day_9,__STATION__live_period,__STATION__locale,__STATION__payload_malfunctioning_false,__STATION__payload_malfunctioning_true,__STATION__payload_offline_trigger_AU_GRACEFUL_SHUTDOWN,__STATION__payload_offline_trigger_MQTT_LASTWILL,__STATION__payload_status_OFFLINE,__STATION__payload_status_ONLINE,__STATION__rate,__STATION__station_final_status,__STATION__total_event
1127,F35F-2399-4346-FBDE-9CEC_2016-12-25 12:30:00,F35F-2399-4346-FBDE-9CEC,1518815.0,3,1,1,1,0.3767701612564368,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,403770.0,0,6,0,0,2,2,4,0.2100141216123084,1,6
1128,B9F2-8575-C848-7F97-B285_2017-10-08 14:54:20,B9F2-8575-C848-7F97-B285,11680.0,1,2,2,2,2.809678234077784,78,0,0,250,26,16,14,2,14,0,1,6,5,2,14,11,15,26,4,25,12,12,8,15,32,21,17,30,1678829.0,0,328,0,0,125,125,203,0.993090838321476,1,328
1129,333D-D78D-735F-492F-94FB_2017-08-23 02:27:40,333D-D78D-735F-492F-94FB,1374.0,4,2,2,2,1.90803004371026,105,0,0,22,23,0,3,0,23,0,0,2,3,4,25,0,2,0,0,6,0,1,7,0,22,4,2,0,8999624.0,0,127,0,4,6,10,117,0.9998473502604932,1,127
1130,BA6E-426B-EE4A-3B4C-69D9_2017-10-03 22:49:14,BA6E-426B-EE4A-3B4C-69D9,39815.0,1,2,7,2,1.6769809835236114,72,0,0,18,3,0,0,2,0,0,16,0,4,4,2,0,16,16,0,1,2,3,0,2,0,1,18,0,1548815.0,0,90,0,0,7,7,83,0.974937524785507,0,90
1132,B68E-24D9-C443-D68D-8682_2017-08-22 23:56:19,B68E-24D9-C443-D68D-8682,351531.0,2,2,2,2,1.033867842224612,39,1,0,6,2,0,0,0,0,0,10,0,0,0,0,0,9,10,0,0,1,0,0,4,0,0,10,0,844797.0,0,46,0,0,3,3,43,0.7061583445342748,1,46
1133,9394-75AE-BF74-9DDB-82B9_2017-09-07 03:44:06,9394-75AE-BF74-9DDB-82B9,1499.0,2,2,255,2,3.1780538303479453,125,0,0,869,47,36,37,57,44,17,15,28,21,22,40,42,31,66,26,16,62,75,38,53,67,51,48,55,3375704.0,0,994,0,1,432,433,561,0.999556141576328,1,994
1136,CB66-D3C5-55C4-7D4B-4346_2017-10-03 19:35:57,CB66-D3C5-55C4-7D4B-4346,12547.0,2,2,7,2,1.5312646501273106,45,1,0,17,2,9,0,0,3,8,0,0,8,0,3,11,0,0,0,2,0,0,2,0,2,9,0,4,986940.0,0,63,0,0,8,8,55,0.9874465600853236,1,63
1137,ED93-33AE-8F4E-4C2F-8EE4_2017-08-22 06:00:46,ED93-33AE-8F4E-4C2F-8EE4,11642.0,1,2,2,2,0.9525127468791601,36,0,0,7,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,9,0,1,0,0,2,761744.0,0,43,0,0,3,3,40,0.9849467148358001,1,43
1138,592B-73AA-F444-A948-89BA_2017-07-18 22:15:56,592B-73AA-F444-A948-89BA,11123.0,4,1,3,2,0.9972460116410684,0,1,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,1,2,0,0,4,6267899.0,0,17,0,2,4,6,11,0.9982285457830852,1,17
1139,89F9-9D6A-7847-95AF-869F_2017-09-19 06:22:40,89F9-9D6A-7847-95AF-869F,23542.0,2,1,2,2,0.5140966973399506,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,2838950.0,1,6,0,1,2,3,3,0.9917756975390674,1,6
1140,3BDE-DF4E-B54F-F3A6-FBC7_2017-10-24 06:35:12,3BDE-DF4E-B54F-F3A6-FBC7,261715.0,2,2,6,2,2.1855673437540357,63,0,0,106,6,1,8,8,6,0,1,1,0,8,6,0,1,14,4,8,13,10,10,22,19,8,9,6,1387622.0,0,169,0,1,52,53,116,0.8413210884131017,1,169
1141,CBAA-478C-CC73-44E9-D299_2017-04-12 04:19:55,CBAA-478C-CC73-44E9-D299,18214805.0,3,1,2,2,2.614589432947608,0,1,0,199,8,20,9,1,3,2,3,0,2,5,10,2,4,4,6,5,3,18,16,18,14,14,23,10,5175655.0,0,200,0,0,80,80,120,0.2212720485189261,0,200
1142,5C8C-F2E9-4F47-EBBD-EDCB_2017-06-24 21:57:09,5C8C-F2E9-4F47-EBBD-EDCB,3609.0,1,1,12,2,1.3102811135994834,0,0,0,32,7,2,1,0,3,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,2,1,6,2,1164377.0,0,32,0,0,17,17,15,0.9969100657028424,1,32
1143,D7F8-62F8-E224-8492-2AC6_2017-08-09 17:05:45,D7F8-62F8-E224-8492-2AC6,58549.0,10,2,6,2,1.9427818012360187,19,1,0,42,1,2,4,5,1,3,0,0,0,6,5,3,2,0,1,0,2,7,5,2,2,11,0,0,20670518.0,0,62,0,6,9,15,47,0.9971755120478892,1,62
1144,3958-4CA8-C644-796B-7F8F_2017-08-20 12:06:26,3958-4CA8-C644-796B-7F8F,53484.0,3,2,3,2,1.5236208972034042,63,1,0,10,3,13,0,2,4,13,0,0,0,0,3,13,0,0,0,0,0,2,1,0,2,15,3,0,3831898.0,0,74,0,1,4,5,69,0.986234558146406,1,74
1145,8D4A-3D98-26A4-8C93-396B_2017-06-18 01:06:17,8D4A-3D98-26A4-8C93-396B,40005.0,2,1,2,2,0.8151862107956462,0,1,0,9,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2452508.0,0,10,0,0,2,2,8,0.9839499332601276,1,10
1146,C3B5-D438-EA7D-472A-5AE3_2017-10-19 03:48:28,C3B5-D438-EA7D-472A-5AE3,1800692.0,1,2,2,2,1.0768102826779202,69,0,0,6,0,0,2,0,0,0,17,0,0,0,1,0,18,17,0,0,0,1,0,0,0,0,17,2,1504101.0,0,75,0,0,3,3,72,0.4551271441206756,0,75
1147,7479-AFD8-6D44-B248-2723_2017-09-06 15:15:25,7479-AFD8-6D44-B248-2723,1144.0,3,2,2,2,1.6888408947216742,131,0,0,23,0,0,34,6,0,0,0,2,33,0,0,0,1,0,1,32,0,4,32,1,4,2,0,2,8513755.0,0,154,0,2,7,9,145,0.9998656472613474,1,154
1149,989D-2F93-F84F-9A97-237F_2017-11-05 05:33:27,989D-2F93-F84F-9A97-237F,1969.0,1,2,3,2,1.6757724819928976,34,0,0,16,3,1,1,0,3,2,2,1,0,0,5,4,4,2,2,3,2,1,1,1,3,1,4,4,671993.0,0,50,0,0,8,8,42,0.9970784702995124,1,50
1150,D7AF-956B-6848-D3BD-77AA_2017-08-11 12:31:39,D7AF-956B-6848-D3BD-77AA,6743.0,2,2,8,2,1.4658586321567422,27,0,0,22,4,0,3,0,10,0,2,0,0,0,4,0,3,3,0,0,0,2,2,6,6,0,4,0,1387952.0,0,49,0,1,10,11,38,0.9951652511839506,0,49
1151,D3FF-CA56-6C4A-8C8B-D8D9_2017-01-06 12:42:58,D3FF-CA56-6C4A-8C8B-D8D9,1821.0,3,1,1,1,0.7792259517391736,0,1,0,11,0,0,2,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2167729.0,0,12,0,0,5,5,7,0.9991606554354592,1,12
1152,678F-6839-36C9-4DDC-BB5E_2017-04-07 09:40:06,678F-6839-36C9-4DDC-BB5E,228837.0,1,1,4,2,0.6159905783211985,0,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,716991.0,0,6,0,0,2,2,4,0.7580564330935434,0,6
1153,65FC-EDF4-852E-4B49-BF5F_2017-08-21 04:30:13,65FC-EDF4-852E-4B49-BF5F,75532.0,1,2,2,2,1.1967111294257538,28,0,0,80,0,7,19,1,45,7,0,0,0,0,0,7,0,0,0,14,0,0,1,0,0,7,0,0,669543.0,0,108,0,0,32,32,76,0.8986249706405396,0,108
1155,88BF-2258-64B9-FAB5-CED5_2017-05-29 12:11:55,88BF-2258-64B9-FAB5-CED5,1224.0,2,1,2,2,0.4563344322932884,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2254591.0,0,4,0,1,1,2,2,0.9994574023135764,1,4
1156,C7D3-F69F-E734-4B4B-FC26_2017-08-27 16:00:59,C7D3-F69F-E734-4B4B-FC26,16638.0,2,2,2,2,2.048240807670522,81,0,6,78,2,0,6,31,0,0,10,2,11,26,4,2,1,4,4,0,22,0,6,26,2,4,2,0,1862792.0,0,162,3,1,38,39,126,0.9911473159415356,1,165
1157,86DE-D5AB-3ED3-4E2F-A6DC_2017-08-01 09:05:10,86DE-D5AB-3ED3-4E2F-A6DC,4633.0,2,2,3,2,1.189281605266136,11,0,0,12,1,3,2,0,0,3,0,0,0,0,0,3,0,0,1,0,0,3,0,2,0,2,2,1,3486531.0,0,23,0,1,4,5,18,0.9986729354450264,1,23
1158,AE7C-66F8-BC74-ED9B-2243_2017-09-04 12:05:42,AE7C-66F8-BC74-ED9B-2243,1544.0,1,2,2,2,1.686379711542736,42,0,0,13,7,4,1,2,7,0,0,0,3,3,8,0,0,2,0,3,3,0,1,3,7,0,0,1,1016910.0,0,55,0,0,6,6,49,0.9984839766940872,1,55
1160,A894-5BA6-4B3F-86F5-5A92_2017-08-16 08:53:12,A894-5BA6-4B3F-86F5-5A92,4140.0,2,2,2,2,1.7405117043237694,36,0,0,74,0,3,0,9,0,0,0,0,0,9,0,0,2,0,0,0,11,2,20,23,13,9,8,1,813017.0,0,110,0,1,30,31,79,0.994933654120322,0,110
1161,746F-2346-BE74-D749-66CA_2017-08-25 05:08:24,746F-2346-BE74-D749-66CA,8344.0,9,2,3,2,1.90803004371026,83,1,0,26,2,0,20,0,0,0,3,0,18,0,0,0,7,3,1,18,1,5,22,2,0,6,2,0,20659493.0,0,110,0,6,2,8,102,0.9995962809267366,1,110
1162,38A3-58AC-2DD4-2228-42E5_2017-10-19 04:06:53,38A3-58AC-2DD4-2228-42E5,16474.0,1,2,2,2,1.6492109509555501,81,0,2,31,4,19,2,1,4,25,2,0,0,0,0,21,0,0,0,0,2,0,2,2,4,22,2,2,1786439.0,0,113,1,1,11,12,102,0.9908625651931068,1,114
1164,9FBD-7477-9A64-66A5-37B9_2017-08-06 07:05:44,9FBD-7477-9A64-66A5-37B9,3105.0,1,2,2,2,1.7489015016365566,10,0,0,55,8,8,0,1,2,0,2,0,8,0,0,0,13,3,0,6,0,0,2,0,7,1,3,1,1644891.0,0,65,0,0,26,26,39,0.9981158934851784,1,65
1165,D322-FEB6-8374-9B5B-D67F_2017-05-13 05:57:35,D322-FEB6-8374-9B5B-D67F,1820.0,7,1,4,2,1.5130929164027498,0,1,0,48,3,0,0,2,3,2,0,0,0,13,1,0,2,4,0,0,0,4,2,3,3,3,2,2,13294287.0,0,49,0,3,16,19,30,0.9998631178283991,0,49
1166,CE6B-FA93-6B49-ACAC-773E_2017-03-12 15:22:53,CE6B-FA93-6B49-ACAC-773E,4202.0,2,1,2,1,1.256611577960283,0,0,0,29,4,2,2,0,0,1,0,1,0,2,9,0,0,0,0,0,2,2,1,0,0,2,0,1,2179593.0,0,29,0,0,13,13,16,0.998075826714504,1,29
1167,693A-8864-EAD4-9698-4264_2017-08-04 12:29:50,693A-8864-EAD4-9698-4264,40506.0,3,2,2,2,1.3114896151301971,10,0,0,19,3,3,3,0,4,0,0,2,3,0,2,0,1,0,0,0,0,2,2,1,3,0,0,0,7106191.0,0,29,0,2,5,7,22,0.9943322068922188,1,29
1168,9F68-CF42-B582-43B6-A488_2017-08-24 00:03:52,9F68-CF42-B582-43B6-A488,1551.0,1,2,4,2,1.5576572015362982,41,0,0,7,1,0,2,0,0,3,9,0,3,1,0,0,8,7,0,4,0,0,2,0,0,0,8,0,903129.0,0,48,0,0,3,3,45,0.9982855816421276,1,48
1169,7A96-4DC3-DA42-838B-E9E5_2017-02-03 05:11:40,7A96-4DC3-DA42-838B-E9E5,1213.0,3,1,1,1,1.2904336535288885,0,4,9,29,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,2,0,4,2,10,13,0,1379895.0,0,36,6,1,8,9,33,0.9991217196627636,1,42
1170,E989-CF5A-A2A4-7369-8743_2017-11-04 22:46:59,E989-CF5A-A2A4-7369-8743,3312.0,2,2,2,2,1.4780929304994466,115,0,0,4,16,0,0,0,16,0,12,0,0,0,17,0,13,12,0,1,1,2,0,0,17,0,12,0,2503163.0,0,119,0,1,1,2,117,0.9986786223680668,1,119
1171,787A-E5B8-A984-B5A9-5B5F_2017-06-26 08:14:07,787A-E5B8-A984-B5A9-5B5F,82092.0,1,1,6,2,1.1523610730564942,0,0,0,19,0,1,0,0,0,0,2,0,0,0,2,0,0,1,2,1,1,1,0,2,3,0,1,2,599287.0,0,19,0,0,5,5,14,0.8795207953282975,1,19
1172,59A3-EBE2-7BED-4E87-9B24_2017-07-01 10:28:22,59A3-EBE2-7BED-4E87-9B24,4649.0,6,1,7,2,1.4562909245092568,0,1,0,33,3,0,4,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,4,6,4,5,2,0,9689767.0,0,34,0,4,11,15,19,0.9995204455843446,1,34
1173,8F8E-473F-B857-43CB-C7BC_2017-04-18 08:41:13,8F8E-473F-B857-43CB-C7BC,1768.0,3,1,18,2,1.4270141452235214,0,0,0,42,2,0,0,0,6,1,2,2,0,0,0,0,0,0,0,0,4,7,1,2,0,7,6,2,621041.0,0,42,0,2,19,21,21,0.9971612484726458,1,42
1174,D34C-45CE-C4B4-A5BF-2784_2017-09-04 00:30:32,D34C-45CE-C4B4-A5BF-2784,3475.0,1,2,2,2,0.8369882167858358,78,0,0,2,1,19,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19,1,0,1700492.0,0,80,0,0,1,1,79,0.9979606412565502,0,80
1175,673B-F4C9-E545-9597-E6A7_2017-05-22 00:04:00,673B-F4C9-E545-9597-E6A7,1396099.0,2,1,2,2,0.5140966973399506,0,0,0,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008066.0,0,7,0,1,3,4,3,0.4192998400692132,0,7
1179,3AC7-E632-E6C6-4E45-9557_2017-04-30 10:49:06,3AC7-E632-E6C6-4E45-9557,10205.0,2,1,2,2,0.623848004006291,0,1,0,14,0,0,3,0,0,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852122.0,0,15,0,0,7,7,8,0.9881657422300356,1,15
1180,56E9-9CED-AE47-6AA9-AF63_2017-07-28 01:58:21,56E9-9CED-AE47-6AA9-AF63,2110.0,1,1,2,2,0.5660857389596289,0,0,0,6,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,647570.0,0,6,0,0,3,3,3,0.9967522472601896,1,6
1181,B287-7E29-834A-4DF7-8CBB_2017-07-07 03:35:15,B287-7E29-834A-4DF7-8CBB,2346563.0,2,1,2,2,1.6249871742304454,0,0,0,58,0,0,1,0,4,0,5,15,5,12,0,0,0,1,0,0,0,4,2,3,0,3,0,3,1367640.0,1,58,0,1,27,28,30,0.3682189691839676,1,58
1182,CA42-8F9B-354F-8A34-2A4C_2017-08-23 15:06:18,CA42-8F9B-354F-8A34-2A4C,1930.0,2,2,8,2,2.2538575896013517,77,0,0,79,0,2,10,14,3,0,27,8,0,4,0,0,18,18,3,0,0,5,1,4,0,5,28,6,3826875.0,0,156,0,1,35,36,120,0.999495926274647,1,156
1183,E92D-69C4-35A4-FDB9-A47F_2017-09-08 13:37:59,E92D-69C4-35A4-FDB9-A47F,119442.0,4,3,5,2,1.9639170115865117,139,1,2,29,4,2,3,7,10,7,31,0,0,0,4,1,31,33,0,0,0,2,0,0,4,2,30,0,4536045.0,0,170,1,2,12,14,157,0.9743438226763388,1,171
1184,D299-23F2-534B-52A6-AD3F_2017-05-22 15:23:10,D299-23F2-534B-52A6-AD3F,1250.0,2,1,31,2,1.8389937534740628,0,0,0,65,3,0,2,8,4,3,6,6,0,1,0,0,2,0,0,0,2,0,2,12,8,3,1,2,1937441.0,0,65,0,1,32,33,32,0.9993552350529301,1,65
1185,5C72-5484-3674-55A7-92E8_2017-02-17 13:55:30,5C72-5484-3674-55A7-92E8,11083.0,2,1,3,1,0.6159905783211985,0,1,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1246437.0,0,6,0,1,1,2,4,0.9911866212863414,0,6
1186,BB37-EAFA-744D-6ABB-DE45_2017-10-07 01:15:55,BB37-EAFA-744D-6ABB-DE45,1847535.0,2,2,4,2,2.022808529414704,74,1,0,50,15,1,6,2,23,8,4,6,14,2,15,0,0,0,0,8,0,0,3,0,14,2,0,2,1609081.0,0,125,0,0,27,27,98,0.4655075947111279,1,125
1187,7AFB-C442-F52E-438B-A7E4_2017-05-14 04:02:23,7AFB-C442-F52E-438B-A7E4,5508.0,1,1,2,2,0.5660857389596289,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,932358.0,0,6,0,0,3,3,3,0.9941270927829776,0,6
1188,3D44-C453-7FA4-49A2-B8B8_2017-06-16 06:54:23,3D44-C453-7FA4-49A2-B8B8,65279.0,1,1,4,2,1.0408500236214475,0,0,0,19,0,2,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,2,0,2,0,0,5,2122400.0,0,19,0,0,7,7,12,0.9701606131429702,1,19
1189,88AB-CD9B-B364-349B-7FDD_2017-06-24 10:27:30,88AB-CD9B-B364-349B-7FDD,54448.0,2,1,3,2,0.6159905783211985,0,0,0,8,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5381859.0,0,8,0,1,1,2,6,0.9899843772619904,1,8
1190,3D44-C453-7FA4-49A2-B8B8_2017-10-04 21:37:29,3D44-C453-7FA4-49A2-B8B8,19057.0,1,2,4,2,1.8955475169900111,74,0,0,32,3,2,0,0,1,2,18,4,0,0,3,4,19,18,1,1,4,2,0,0,1,2,21,0,1629471.0,0,106,0,0,15,15,91,0.9884399901002592,1,106
1191,42F9-5A9E-35D5-4AE5-B9DB_2017-07-09 16:15:41,42F9-5A9E-35D5-4AE5-B9DB,13181.0,2,1,31,2,2.0075210235668908,0,0,0,143,0,0,0,4,3,1,1,9,20,13,31,30,0,4,16,0,3,3,3,0,0,2,0,0,1413024.0,0,143,0,1,67,68,75,0.990757990611448,1,143
1193,957B-7545-34D4-E29A-7C44_2017-05-14 12:18:10,957B-7545-34D4-E29A-7C44,1313.0,5,1,2,2,1.1563745537147718,0,1,0,24,0,0,9,3,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,1,0,6658957.0,0,25,0,2,9,11,14,0.9998028608449808,1,25
1195,D46B-8A5F-78A4-55CA-BB4D_2017-08-20 00:00:56,D46B-8A5F-78A4-55CA-BB4D,968.0,2,2,3,2,0.97610557717795,51,0,0,7,1,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,12,0,3,0,3,1174573.0,0,58,0,1,3,4,54,0.9991765493504692,1,58
1196,4BA2-33F3-6C84-A864-F33C_2017-10-05 00:43:00,4BA2-33F3-6C84-A864-F33C,3390.0,1,2,2,2,1.1923348127712443,41,0,4,8,5,0,0,10,0,0,4,0,0,10,0,0,0,0,0,1,11,0,0,10,0,0,2,0,872624.0,0,51,2,0,4,4,49,0.9961301988324388,1,53
1198,E78F-F777-EFC4-BC6A-7C28_2017-08-21 23:53:41,E78F-F777-EFC4-BC6A-7C28,20737.0,3,2,2,2,2.303976101724108,70,0,0,44,0,9,3,0,2,11,4,0,3,14,2,11,5,14,0,7,1,3,6,1,0,13,5,0,8509423.0,0,114,0,0,22,22,92,0.9975689787764824,0,114
1199,7DBE-F268-8874-FF38-699C_2017-11-02 23:08:18,7DBE-F268-8874-FF38-699C,242466.0,2,2,2,2,2.5568271679009458,134,0,5,27,1,2,11,0,5,2,5,18,10,1,8,2,6,4,19,10,1,23,7,0,4,3,6,18,2786369.0,0,166,0,1,12,13,153,0.9199474385365992,1,166
1202,CB6F-728A-B442-7C94-5798_2017-08-25 05:04:50,CB6F-728A-B442-7C94-5798,9187.0,4,2,2,2,1.7106429007118635,83,0,0,25,5,18,5,0,8,20,0,0,0,0,3,18,1,0,0,0,0,3,3,2,2,20,0,0,9939120.0,0,108,0,3,7,10,98,0.9990765262873372,1,108
1203,3E46-7D22-E2B4-DD38-227C_2017-10-29 18:40:59,3E46-7D22-E2B4-DD38-227C,21422.0,3,2,4,3,2.051125035547269,80,1,0,18,0,1,1,6,0,3,9,5,1,6,1,0,13,9,5,4,6,4,1,11,0,1,9,3,2565411.0,0,99,0,1,8,9,90,0.9917188314823571,1,99
1205,D385-34D9-3377-4D4E-BC68_2017-07-05 03:40:10,D385-34D9-3377-4D4E-BC68,1099.0,5,1,5,2,1.3189643884257434,0,0,0,28,0,0,2,0,0,0,0,2,3,0,0,0,1,0,1,0,0,3,3,1,0,5,2,5,10710537.0,0,28,0,4,11,15,13,0.9998974012933224,1,28
1206,53C4-C865-D374-A4FB-4A59_2017-05-30 05:37:50,53C4-C865-D374-A4FB-4A59,258097.0,3,1,2,3,0.4563344322932884,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1206096.0,0,6,0,0,2,2,4,0.8237274730858568,1,6
1207,D886-8B4F-F384-9A58-F4E4_2017-03-14 10:28:20,D886-8B4F-F384-9A58-F4E4,3252.0,1,1,2,1,0.6159905783211985,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1733883.0,0,6,0,0,2,2,4,0.9981279520589936,1,6
1208,67BB-2987-A3A4-3529-47EF_2017-06-04 23:29:46,67BB-2987-A3A4-3529-47EF,9687.0,4,1,2,2,2.7737179750213112,0,0,522,10,37,15,15,9,18,18,21,18,28,10,27,32,24,12,18,20,23,34,30,29,22,26,22,24,5043811.0,0,270,262,3,1,4,528,0.9980831099567072,1,532
1209,56C8-5D8B-B24D-C2A9-26E2_2017-06-21 05:51:43,56C8-5D8B-B24D-C2A9-26E2,3586.0,8,1,58,2,2.3370521329038323,0,2,0,180,9,15,5,3,0,5,0,2,0,1,3,0,18,0,6,43,14,11,14,8,5,14,3,3,16343155.0,0,182,0,4,91,95,87,0.9997806290562748,1,182
1210,F324-E39B-2454-F997-4889_2017-02-23 16:13:05,F324-E39B-2454-F997-4889,2165.0,2,1,2,1,0.4563344322932884,0,1,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920500.0,0,4,0,0,1,1,3,0.9988739588019754,1,4
1213,8FED-2BE4-E839-474C-9245_2017-07-10 12:53:16,8FED-2BE4-E839-474C-9245,38055.0,2,1,3,2,0.6159905783211985,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1402850.0,0,7,0,1,1,2,5,0.973589514922913,1,7
1214,2654-2DA5-823A-4889-A488_2017-08-30 20:46:20,2654-2DA5-823A-4889-A488,509436.0,4,2,40,2,2.58990319908067,103,1,0,185,11,15,5,23,5,1,4,2,31,23,11,3,5,5,5,6,25,15,15,32,18,7,14,8,5842653.0,0,289,0,2,74,76,213,0.9198002420935852,1,289
1215,23B7-82D7-5846-3294-FBAB_2017-08-02 19:12:47,23B7-82D7-5846-3294-FBAB,1122.0,1,2,2,2,1.3959368400809016,10,0,0,23,2,0,0,3,0,2,0,5,1,4,0,5,2,0,0,0,2,0,2,2,1,0,2,0,697809.0,0,33,0,0,9,9,24,0.9983946913214609,1,33
1217,6BBC-CFAB-6A84-F5AD-7C92_2017-09-01 12:27:44,6BBC-CFAB-6A84-F5AD-7C92,250745.0,8,2,3,2,2.0441480782630603,111,1,0,39,3,2,2,26,1,8,0,0,0,25,0,3,1,2,0,0,25,8,4,27,2,10,0,2,18593573.0,0,151,0,5,12,17,134,0.986693867085028,1,151
1218,3D44-C453-7FA4-49A2-B8B8_2017-02-22 23:30:47,3D44-C453-7FA4-49A2-B8B8,2296.0,2,1,3,1,0.623848004006291,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,0,2826551.0,0,7,0,0,2,2,5,0.9991883619015096,1,7
1219,DECB-24EE-6D3F-4F95-BE6A_2017-10-22 21:05:54,DECB-24EE-6D3F-4F95-BE6A,27305.0,2,2,2,2,1.631078629675012,52,0,0,9,1,0,4,0,0,0,9,0,4,0,0,0,10,9,1,3,0,2,4,0,3,0,9,2,1110069.0,0,61,0,1,3,4,57,0.975992945152606,1,61
1220,D3C5-982B-34F8-CBB8-A958_2017-11-07 09:23:50,D3C5-982B-34F8-CBB8-A958,1252.0,3,2,2,2,2.4053423787511488,304,0,0,25,12,40,3,11,8,39,15,2,3,11,8,38,15,15,2,5,11,4,3,15,10,39,17,3,6567628.0,0,329,0,1,10,11,318,0.9998094043429016,1,329
1221,BA6E-426B-EE4A-3B4C-69D9_2017-09-13 12:42:09,BA6E-426B-EE4A-3B4C-69D9,51912.0,2,2,3,2,0.8151862107956463,28,0,0,5,7,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,7,2,0,0,624105.0,0,33,0,1,1,2,31,0.9232090317255336,0,33
1222,F6B9-9E9C-6354-4ABF-D468_2016-12-19 05:13:42,F6B9-9E9C-6354-4ABF-D468,236940.0,2,1,1,1,0.4563344322932884,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,430625.0,0,7,0,0,3,3,4,0.6450682705054939,0,7
1224,28E7-8532-384E-A58A-4EB6_2017-08-08 04:44:31,28E7-8532-384E-A58A-4EB6,1069.0,3,2,4,2,1.3061883841920217,15,1,0,10,0,0,1,0,0,0,0,3,1,0,0,0,0,0,3,1,0,6,2,2,0,4,0,3,1206425.0,0,26,0,1,2,3,23,0.9991146953939316,0,26
1225,7DA9-C4AA-625D-4359-D67C_2017-11-01 07:27:35,7DA9-C4AA-625D-4359-D67C,265392.0,2,2,2,2,1.9032705186631016,90,0,0,10,6,7,0,9,5,9,1,0,0,9,8,7,0,0,0,3,10,2,0,9,6,9,0,0,1966305.0,0,100,0,0,5,5,95,0.8810806305694725,1,100
